country,market_segment,customer_type,bookings,cancellation_rate,realized_revenue,adr,average_lead_time,repeat_guest_rate,average_special_requests,average_total_nights,persona_cluster,persona_label,customer_value_score
USA,Online TA,Transient,1353,0.3296378418329638,269397.69,125.92253510716925,71.79083518107909,0.005173688100517369,0.8529194382852919,2.6925351071692534,0,Value-managed core guests,65.17
BEL,Offline TA/TO,Transient,167,0.005988023952095809,76719.68,88.62287425149701,85.35329341317366,0.005988023952095809,0.4550898203592814,4.9880239520958085,3,Premium reliable guests,64.94
CHE,Direct,Transient,186,0.15591397849462366,87429.87,138.65494623655914,74.70967741935483,0.010752688172043012,0.5698924731182796,3.903225806451613,0,Value-managed core guests,64.83
POL,Offline TA/TO,Transient,81,0.0,43492.44,81.9425925925926,123.71604938271605,0.012345679012345678,0.5061728395061729,6.197530864197531,2,Long-lead cancellation watchlist,64.66
ESP,Offline TA/TO,Transient-Party,206,0.0048543689320388345,66068.4,94.09271844660194,75.88349514563107,0.0048543689320388345,0.4223300970873786,3.4320388349514563,3,Premium reliable guests,64.49
CHE,Online TA,Transient,1203,0.3250207813798836,335027.96,124.84538653366583,91.97838736492103,0.0008312551953449709,0.9035743973399833,3.594347464671654,0,Value-managed core guests,64.33
ESP,Online TA,Transient-Party,333,0.08408408408408409,123358.4,127.21042042042042,59.95495495495496,0.0,1.078078078078078,3.024024024024024,0,Value-managed core guests,64.27
BRA,Direct,Transient,172,0.14534883720930233,57557.03,122.7403488372093,39.866279069767444,0.046511627906976744,0.6627906976744186,3.302325581395349,0,Value-managed core guests,63.76
PRT,Direct,Transient-Party,454,0.2775330396475771,119019.84,106.01640969162995,50.436123348017624,0.05726872246696035,0.6629955947136564,3.0352422907488985,0,Value-managed core guests,63.71
NLD,Direct,Transient,174,0.08620689655172414,53627.17,112.54701149425287,55.660919540229884,0.04597701149425287,0.4425287356321839,3.132183908045977,0,Value-managed core guests,63.65
GBR,Online TA,Transient-Party,413,0.11138014527845036,135021.77,98.3148426150121,122.04358353510897,0.004842615012106538,0.9297820823244553,3.8498789346246975,0,Value-managed core guests,63.46
AUT,Groups,Transient-Party,246,0.0,76174.57,90.57199186991869,185.239837398374,0.0,0.13414634146341464,3.4796747967479673,3,Premium reliable guests,63.23
IRL,Direct,Transient-Party,59,0.03389830508474576,41500.909999999996,121.24932203389831,137.96610169491527,0.01694915254237288,1.3559322033898304,5.779661016949152,0,Value-managed core guests,63.06
ITA,Online TA,Transient,2409,0.49149024491490245,487283.9,120.88289746782898,90.56745537567456,0.0033208800332088003,0.7654628476546285,3.37359900373599,0,Value-managed core guests,62.7
FRA,Online TA,Contract,152,0.0,50431.27,108.33138157894736,24.651315789473685,0.0,1.361842105263158,3.098684210526316,0,Value-managed core guests,62.39
NLD,Online TA,Transient-Party,130,0.015384615384615385,40224.68,109.95469230769231,107.81538461538462,0.015384615384615385,1.0307692307692307,2.9153846153846152,0,Value-managed core guests,62.3
GBR,Offline TA/TO,Transient-Party,218,0.01834862385321101,76384.09,89.26619266055046,238.30733944954127,0.0045871559633027525,0.8394495412844036,4.307339449541284,2,Long-lead cancellation watchlist,62.3
ESP,Groups,Transient-Party,905,0.0066298342541436465,164936.77,66.9680773480663,57.60552486187845,0.0,0.10276243093922652,2.7558011049723756,3,Premium reliable guests,62.3
AUT,Online TA,Transient,661,0.3101361573373676,189189.55,121.74426626323753,103.38275340393344,0.0015128593040847202,0.8850226928895613,3.4992435703479576,0,Value-managed core guests,62.28
SWE,Online TA,Transient,640,0.334375,200268.87,121.25089062500001,94.103125,0.003125,0.7671875,3.9921875,0,Value-managed core guests,62.19
ESP,Online TA,Contract,127,0.0,44582.77,113.64188976377953,17.68503937007874,0.0,1.4488188976377954,3.047244094488189,0,Value-managed core guests,61.88
ROU,Offline TA/TO,Transient,66,0.0,44682.65,110.5968181818182,112.27272727272727,0.0,0.6363636363636364,5.893939393939394,2,Long-lead cancellation watchlist,61.57
CN,Groups,Transient-Party,152,0.0,62693.5,77.56434210526317,220.05263157894737,0.0,0.4144736842105263,5.769736842105263,2,Long-lead cancellation watchlist,61.15
